artist_names,track_name,track_id,artist_id
Taylor Swift,Guilty as Sin?,799KrpEbhZp0MHeiA8YK9P,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Fresh Out The Slammer,7IWcDWOfiooH5hRs9XOVYz,06HL4z0CvFAxyc27GXpf02
Taylor Swift,loml,3YkNIrAvbKNrrwwEd7NVLl,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Smallest Man Who Ever Lived,1xtw1krCR6Dw2KwkXw5z63,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Alchemy,1tuNqJOtRQVHvONR8Lg3MZ,06HL4z0CvFAxyc27GXpf02
Taylor Swift,I Can Fix Him (No Really I Can),5chnRTB9qMK3W1M41SnU9s,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Clara Bow,4d9PtIEVij9jW5OaLinH66,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Black Dog,62E2nR0od0M5HYxuYLaDz7,06HL4z0CvFAxyc27GXpf02
Drake,Push Ups,3eh51r6rFWAlGQRlHx9QnQ,3TVXtAsR1Inumwj472S9r4
Taylor Swift,imgonnagetyouback,1kcwpPDQnqEqmezzXdJTCP,06HL4z0CvFAxyc27GXpf02
Taylor Swift,So High School,7Mts0OfPorF4iwOomvfqn1,06HL4z0CvFAxyc27GXpf02
Taylor Swift,thanK you aIMee,7ogK4lJDVDMU6A6vYR5rvD,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Albatross,4EF6IyONolQy0bIQXm2EmX,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Prophecy,18WFFUIsewmA8g31KAeo3e,06HL4z0CvFAxyc27GXpf02
Taylor Swift,How Did It End?,5Bedn0svl0ZD7RGmJkmKKw,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Chloe or Sam or Sophia or Marcus,1rmEsOezwf2lmIZTMAO5Ag,06HL4z0CvFAxyc27GXpf02
Taylor Swift,I Hate It Here,3hlGuz3loYoLfI3bpwieWq,06HL4z0CvFAxyc27GXpf02
"Rvssian, Rauw Alejandro, Ayra Starr",Santa,6a9Z1jUms915w4O7N1PxjY,1fctva4kpRbg2k3v7kwRuS
Taylor Swift,I Look in People's Windows,1Zai5UJ2di3qEuR2HeT2s8,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Peter,3zMDGj4D8ogaYgAIZPeU7S,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Cassandra,0g4fMVo4JjwnIpTfFfLdxS,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Bolter,2913xXOVAIDAqxzV2g4VcU,06HL4z0CvFAxyc27GXpf02
Taylor Swift,The Manuscript,1DTRUYVd8rYpla9hhVVwjo,06HL4z0CvFAxyc27GXpf02
Taylor Swift,Robin,2CnjDMdpRjlWv04Xk3s6MW,06HL4z0CvFAxyc27GXpf02
"Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA, Neo Pistea","BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",3GD6eImRvT0zgr8cQnokUq,7fT2Me47PQ8T7954PKrcwR
"Sevdaliza, Villano Antillano, Tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",5oYVxFt2k4SkVp6wzVsFWN,5MraexJKZDrQYzS98kNwie
Felipe e Rodrigo,Gosta De Rua - Ao Vivo,4VNRWHoiKHZJIoQHPbmJIv,7gZu6kPnY9enEi5FvgTO4F
"Myke Towers, Bad Bunny",ADIVINO,0eeX8L0DWvGth1F6xVkvv7,7iK8PXO48WeuP03g8YR51W
Kendrick Lamar,euphoria,77DRzu7ERs0TX3roZcre7Q,2YZyLoL8N0Wb9xBt1NhZWg
Tommy Richman,MILLION DOLLAR BABY,5AJ9hqTS2wcFQCELCFRO7A,1WaFQSHVGZQJTbf0BdxdNo
Reynmen,Renklensin,1d02igesB9DREknAVXRiBd,1Fg19vpUJpAAPFjnKaVYVW
"ZICO, JENNIE",SPOT!,1SS0WlKhJewviwEDZ6dWj0,4XpUIb8uuNlIWVKmgKZXC0
"Rels B, Junior H",Un Desperdicio,75qepWUT3FEyPyXQMMMVZm,2IMZYfNi21MGqxopj9fWx8
"Rels B, Lia Kali",La Vida Sin Ti,1O1VvCshhDw3XIOOcfLziL,2IMZYfNi21MGqxopj9fWx8
"AYLIVA, Apache 207",Wunder,4b3W0IbHDwHCvjSs708Tr4,2rEVnwCPBeGkWMv425KoG1
Gustavo Moura & Rafael,Digitando,3QpDKVHmf9RDQkJbAUNWzI,2KZFvVVk9lxD85USaOv76T
Yeat,If We Being Rëal,0YThXX1dqUpYBLyJNAsF9N,3qiHUAX7zY4Qnjx8TNUzVx
MUSIC LAB JPN,Danza Kuduro - Cover,38T38cMENXiURL6ZCeTi1d,61ifFEOS4km183fkC64e8I
A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,13ubrt8QOOCPljQ2FL1Kca
"Belinda, Natanael Cano",300 Noches,0163eXbLwh5dFhKa73n9wG,5LeiVcEnsZcwc133TUhJNW
SZA,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,7tYKF4w9nC0nq9CsPZTHyP
The Outfield,Your Love,0WoFs3EdGOx58yX5BtXvOa,1zxDewzd2j1ZdSBGaYcr0y
WALK THE MOON,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,6DIS6PRrLS3wbnZsf7vYic
Kendrick Lamar,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,2YZyLoL8N0Wb9xBt1NhZWg
Drake,Family Matters,1wFFFzJ5EsKbBWZriAcubN,3TVXtAsR1Inumwj472S9r4
Kendrick Lamar,meet the grahams,4S8PxReB1UiDR2F5x1lyIR,2YZyLoL8N0Wb9xBt1NhZWg
Dua Lipa,These Walls,2YHlN3c2jEO86xfnHrmUCY,6M2wZ9GZgrQXHCFfjv46we
Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,2YZyLoL8N0Wb9xBt1NhZWg
Tommy Richman,MILLION DOLLAR BABY (VHS),55HpRb1dWGT3JeX9RpDpLa,1WaFQSHVGZQJTbf0BdxdNo
Bayhan,Tiryakinim,4jdpkoZR2tUT4m4UTEUuvK,7yiLonxrJVgZKSbjo0gh6V
Journey,Don't Stop Believin' (2022 Remaster),5RKQ5NdjSh2QzD4MaunT91,0rvjqX7ttXeg3mTy8Xscbt
Daya,Hide Away,3WALaE7UdNXx8VJ4lpWCK8,6Dd3NScHWwnW6obMFbl1BH
Sexyy Red,Get It Sexyy,6UmKnXmG7VmYqFnmSPOfRj,3DbwFQlvLxRSi2uX8mf81A
Amy Winehouse,Back To Black,3FAclTFfvUuQYnEsptbK8w,6Q192DXotxtaysaqNPy5yR
"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,246dkjvS1zLTtiykXe5h60
Nemo,The Code,1EjIXKhNHI00ZLMRpS8iz8,5Wg72TowYBWIcSo3K2r84N
Myles Smith,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,3bO19AOone0ubCsfDXDtYt
RM,Come back to me,62HKW77nt6tudsIHXT2A0M,2auC28zjQyVTsiZKNgPRGs
"Peso Pluma, Junior H, Eslabon Armado",LA DURANGO,5jVExEArvISIYu8mamVgfV,12GqGscKJx3aE4t07u7eVZ
Baby Lasagna,Rim Tim Tagi Dim,5TswDbxMnxptgFTf6ZxvXQ,1ncWEkB4AQh1rxC8ObpBoH
Slimane,Mon amour,5N7IYups0hGrlVcvj0bmHG,4OV6uYSnHxSYkjDYuBVBUz
Gunna,one of wun,4Na2HfNSr58chvfX69fy36,2hlmm7s2ICUX0LVIhVFlZQ
XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,15UsOTVnJzReFVN1VCnxy4
The White Stripes,Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR,4F84IBURUo98rz4r61KF70
"Stray Kids, Charlie Puth",Lose My Breath (Feat. Charlie Puth),2DXavoWAmIHlrECHPM1Vca,2dIgFjalVxs4ThymZ67YCE
"Pitbull, AFROJACK, Ne-Yo, Nayer",Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,0TnOYISbd1XYRBk9myaseg
"SAIKO, JC Reyes, Dei V",BADGYAL,3ng8tfwvzR4BBwa9yaMms6,2O8vbr4RYPpk6MRA4fio7u
Billie Eilish,LUNCH,629DixmZGHc7ILtEntuiWE,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,SKINNY,1CsMKhwEmNnmvHUuO5nryA,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,BLUE,2prqm9sPLj10B4Wg0wE5x9,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,THE DINER,1LLUoftvmTjVNBHZoQyveF,6qqNVTkY8uBg9cP3Jd7DAH
Billie Eilish,BITTERSUITE,7DpUoxGSdlDHfqCYj0otzU,6qqNVTkY8uBg9cP3Jd7DAH
aespa,Supernova,5lKnZbdGCBViitE1Ce5TZh,6YVMFz59CuY7ngCxTxjpxE
"Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")",5zCnGtCl5Ac5zlFHXaZmhy,3PpjqSKBer3obW6lDflOBx
Lithe,Fall Back,0LdIVAcALGjlmKnwN36WMg,7LVC96BEVGugTAp38AajV6
Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),6GG4yyk3UATdBfTHVgI8PB,718COspgdWOnwOFpJHRZHS
Natanael Cano,Ya Te Olvide,6Bcy1jJFcIAuAzJMtfpImi,0elWFr7TW8piilVRYJUe4P
"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,0xj9MJx9r0wO2o4aqdergP
"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",THE BOX MEDLEY FUNK 2,7IFsTX5H1sWcEl8joV0IdD,7gHzR22tDNSWGS4HkvvPgw
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),70TGNwQDvF5b6GQWlYPr8p,5H4yInM5zmHqpKIoMNAx4r
Zach Bryan,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,40ZNYROS4zLfyyBSs2PGe2
RM,LOST!,02H58MSfVESkKyx4diDgu7,2auC28zjQyVTsiZKNgPRGs
NewJeans,How Sweet,38tXZcL1gZRfbqfOG0VMTH,6HvZYsbFfjnjFrWF950C9d
Cris MJ,SI NO ES CONTIGO,5Uptvz6j1sjDKxidAcnH2L,1Yj5Xey7kTwvZla8sqdsdE
"Alvaro Diaz, Feid",GATITAS SANDUNGUERAS - VOL.1,6BpZpCM8d8FJnVnr1IbnFL,5J7rXWjtn5HzUkJ4Jet8Fr
Michael Jackson,Billie Jean,7J1uxwnxfQLu4APicE5Rnj,3fMbdgg4jU18AjLCKBhRSm
TOTO,Africa,2374M0fQpWi3dLnB54qaLX,0PFtn5NtBbbUNbU9EAmIWF
Eminem,Houdini,2HYFX63wP3otVIvopRS99Z,7dGJo4pcD2V6oG8kP0tJRR
aespa,Armageddon,4b2fMv44GAYpsDSK4ihbsI,6YVMFz59CuY7ngCxTxjpxE
"Oscar Maydon, Junior H",Volver Al Futuro,33Nj9AdncSmHbCN3QeSZTL,3l9G1G9MxH6DaRhwLklaf5
"FloyyMenor, Lewis Somes",APAGA EL CEL,0ZS96pPRLyGUViVi5PWCAR,7CvTknweLr9feJtRGrpDBy
"Coolio, L.V.",Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,3y24n3XhZ96wgwRXjvS17T
Calvin Harris,Summer,6YUTL4dYpB9xZO5qExPf05,7CajNmpbOovFoOoasH2HaY
Trueno,REAL GANGSTA LOVE,1pymWRCuZfCd0zdiBJo0Hj,2x7PC78TmgqpEIjaGAZ0Oz
"Akon, Eminem",Smack That,2kQuhkFX7uSVepCD3h29g5,0z4gvV4rjIZ9wHck67ucSV
Sabrina Carpenter,Please Please Please,2tHwzyyOLoWSFqYNjeVMzj,74KM79TiuVKeVCqs8QtB0B
Jung Kook,Never Let Go,2nRMW95dnOILirpjbksLTs,6HaGTQPmzraVmaVxvz6EUc
Gracie Abrams,Close To You,5wbg8kepMFoMzHOEuxiI0q,4tuJ0bMpJh08umKkEXKUI5
Feid,SORRY 4 THAT MUCH,63pLfjK6FvcYJYMGwtHjd6,2LRoIwlKmHjgvigdNGBHNo
Tinashe,Nasty,6NjWCIYu1W8xa3HIvcIhd4,0NIIxcxNHmOoyBx03SfTCD
Grupo Firme,El Beneficio De La Duda,5yXt80BNZGbmHFd0NHZHNn,1dKdetem2xEmjgvyymzytS
Charli xcx,360,4w2GLmK2wnioVnb5CPQeex,25uiPmTg16RbhZWAqwLBy5
"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",4dLLdfiniBhDP9dlJQIOi4,0ZCO8oVkMj897cKgFH7fRW
"dj sv, Doug Hits, Manim Vaqueiro",Mtg Forró e Desmantelo,106SKHXoytRADjpxHBkJpV,7u9115faVQY8xNrCXqY0zx
"Morgan Wallen, ERNEST",Cowgirls,4mtmmBBEgdJLYWnLy5zvWE,4oUHIQIBe0LHzYfvXNW4QM
Chappell Roan,Red Wine Supernova,7FOgcfdz9Nx5V9lCNXdBYv,7GlBOeep6PqTfFi59PTUUN
Chappell Roan,HOT TO GO!,4xdBrk0nFZaP54vvZj0yx7,7GlBOeep6PqTfFi59PTUUN
Tommy Richman,DEVIL IS A LIE,6jlG8gBPNAgBgoivw2Ig09,1WaFQSHVGZQJTbf0BdxdNo
"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,1BJJbSX6muJVF2AK7uH1x4,2loEsOijJ6XiGzWYFXMIRk
Maki,Dilaw,2ADSh3Mp744n2586tpUtIW,6AvnL2gWjNYs1hRVJx4huK
"Luísa Sonza, KayBlack",Sagrado Profano,7ldcYtMOjtX1eFVEYzj2kJ,4PzYKhC14sTJNEr0dzoo0d
Luke Combs,The Man He Sees in Me,4MXzdffMz78GLlLM7mDa9v,718COspgdWOnwOFpJHRZHS
AC/DC,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,711MCceyCBcFnzjGY4Q7Un
KAROL G,Si Antes Te Hubiera Conocido,6WatFBLVB0x077xWeoVc2k,790FomKkXshlbRYZFtlgla
"Post Malone, Blake Shelton",Pour Me A Drink (Feat. Blake Shelton),0mNzElhEofvgMWAJoOA4q9,246dkjvS1zLTtiykXe5h60
"Gracie Abrams, Taylor Swift",us. (feat. Taylor Swift),0hhzNPE68LWLfgZwdpxVdR,4tuJ0bMpJh08umKkEXKUI5
"Mustard, Travis Scott",Parking Lot,4IFd7EVCyJsUHesBMXI8ju,0YinUQ50QDB7ZxSCLyQ40k
"Peso Pluma, Natanael Cano, Gabito Ballesteros",VINO TINTO,5UHK1rtK4MpBGb0KppIYh4,12GqGscKJx3aE4t07u7eVZ
Coldplay,feelslikeimfallinginlove - Single Version,1YsU8rW2u8z4F0pwOBQ4Ea,4gzpq5DPGxSnKTe4SA8HAU
"Charli xcx, Lorde","Girl, so confusing featuring lorde",7srqyRb5plksW5k65itXDB,25uiPmTg16RbhZWAqwLBy5
The Kid LAROI,NIGHTS LIKE THIS,1XBYiRV30ykHw5f4wm6qEn,2tIP7SsRs7vjIcLrU85W8J
Jordan Adetunji,KEHLANI,3bWEONUAlVrGAB4NqQiT2R,0jPHHnU8GUWEF7rwPE9osY
TOTO,Hold the Line,4aVuWgvD0X63hcOCnZtNFA,0PFtn5NtBbbUNbU9EAmIWF
Dua Lipa,Don't Start Now,2ThsBNtjuUEERqcpXQEoYR,6M2wZ9GZgrQXHCFfjv46we
Train,"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,3FUY2gzHeIiaesXtOAdB7A
"Peso Pluma, Neton Vega",LA PATRULLA,2aYZaN5SmkRDLsrrV8GkBQ,12GqGscKJx3aE4t07u7eVZ
"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made of This) - 2005 Remaster,1TfqLAPs4K3s2rJMoCokcS,0NKDgy9j66h3DLnN8qu1bB
"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),1agDCV4zQqaFwJQNsTgmL1,1oSPZhvZMIrWW5I41kPkkY
LISA,Rockstar,65ZihkVQO3KqPj7ZKxmcev,5L1lO4eRHmJ7a0Q6csE5cT
The Kid LAROI,GIRLS,3Fra5SMXXDTSRXVoDf8Xwd,2tIP7SsRs7vjIcLrU85W8J
"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),5496lks6V3fh1mZAB6IAap,5MraexJKZDrQYzS98kNwie
"Blessd, Ovy On The Drums",Mírame,2btNsI4OvcVl7SAHQQDHFB,1TA5sGRlKUJXBN4ZyJuDIX
Chappell Roan,Pink Pony Club,1k2pQc5i348DCHwbn5KTdc,7GlBOeep6PqTfFi59PTUUN
Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,0Y5tJX1MQlPlqiwlOH1tJY
AC/DC,Thunderstruck,57bgtoPSgt236HzfBOd8kj,711MCceyCBcFnzjGY4Q7Un
"Quavo, Lana Del Rey",Tough,22DH8NChecsgPxDjA4pqer,0VRj0yCOv2FXJNP47XQnx5
Morgan Wallen,Lies Lies Lies,7Fzl7QaTu47WyP9R5S5mh5,4oUHIQIBe0LHzYfvXNW4QM
"Eminem, Big Sean, BabyTron",Tobey (feat. Big Sean and BabyTron),1ymWIr4E5x6xORlDO0bXlP,7dGJo4pcD2V6oG8kP0tJRR
Zach Bryan,28,6dANcQ00uiiWoBDYVrsGvz,40ZNYROS4zLfyyBSs2PGe2
"Megan Thee Stallion, Yuki Chiba",Mamushi (feat. Yuki Chiba),5b3XJ1pjrHO5JtY2PcTjnI,181bsRPaVXVlUKXrxwZfHK
Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",1WaqQIJ0iENGWZ1QmYvYNK,6DARBhWbfcS9E4yJzcliqQ
Dominic Fike,misses,6WTFHKrnZpwEBLRS10Ylqs,6USv9qhCn6zfxlBQIYJ9qs
"Lost Frequencies, Calum Scott",Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,7f5Zgnp2spUuuzKplmRkt7
Eminem,Renaissance,55u5QIlEuzCipJBtZPdJio,7dGJo4pcD2V6oG8kP0tJRR
"Eminem, White Gold",Habits,7I3RalBqE7ZE0RSxgGlGlm,7dGJo4pcD2V6oG8kP0tJRR
Eminem,Brand New Dance,77pfjsq0gSZwO8bYVTVROo,7dGJo4pcD2V6oG8kP0tJRR
"Eminem, JID",Fuel,5In8B6Om5OKrhwBMB4tXSi,7dGJo4pcD2V6oG8kP0tJRR
Eminem,Trouble,59151GHN7yr5g9B3bqlGdR,7dGJo4pcD2V6oG8kP0tJRR
Eminem,Evil,21LCotDEwR7R8qOnqPVzi9,7dGJo4pcD2V6oG8kP0tJRR
"Ice Spice, Central Cee",Did It First (with Central Cee),2BNcawEW0KlzLW9DeHzXZJ,3LZZPxNDGDFVSIPqf4JuEf
"Eminem, Sly Pyper",Lucifer,50No7LiVffAJCWIChZodmU,7dGJo4pcD2V6oG8kP0tJRR
"Eminem, Jelly Roll",Somebody Save Me,4HMUrFl8y6rQCzEbaGEkcj,7dGJo4pcD2V6oG8kP0tJRR
Eminem,Antichrist,0DIcssPpatAMqFXLZCxZMN,7dGJo4pcD2V6oG8kP0tJRR
Eminem,Guilty Conscience 2,3LkXOTWDwskwciQoARFDzu,7dGJo4pcD2V6oG8kP0tJRR
"Eminem, Skylar Grey",Temporary,6uMGHQvhZq8YyT4kdnG1L3,7dGJo4pcD2V6oG8kP0tJRR
"Eminem, Dem Jointz, Sly Pyper",Road Rage,0bBnrokPXtfwXQarqCu1Gz,7dGJo4pcD2V6oG8kP0tJRR
"Eminem, Ez Mil",Head Honcho,7GXOXYdU950eRvk5rUAE8F,7dGJo4pcD2V6oG8kP0tJRR
"Natanael Cano, Oscar Maydon",Giza,6KOnLTb1xLfKDAjMC43I76,0elWFr7TW8piilVRYJUe4P
"Gorillaz, De La Soul",Feel Good Inc.,0d28khcov6AiegSCpG5TuT,3AA28KZvwAUcZuOKwyblJQ
"Big One, Maria Becerra, Trueno",Cuando Te Vi | CROSSOVER #5,3KeYEr9ogMBemsOfQIJmZp,2OhUNb01gLwygOizYvTm0e
"Eminem, White Gold",Bad One,15qnOSRK5HMWOgL5HURhrc,7dGJo4pcD2V6oG8kP0tJRR
"Calvin Harris, Rihanna",This Is What You Came For,0azC730Exh71aQlOt9Zj3y,7CajNmpbOovFoOoasH2HaY
Jimin,Who,7tI8dRuH2Yc6RuoTjxo4dU,1oSPZhvZMIrWW5I41kPkkY
Stray Kids,Chk Chk Boom,09keT5ocFhEd5W5HidiUNq,2dIgFjalVxs4ThymZ67YCE
Lomiiel,HAY LUPITA,5jFA0f4ZDGLbQP4nxzL8D4,2rMFPjySMqkgBajkLKL6zo
Kapo,OHNANA,1fTjqf10accJCDYstPwwZ6,3UTF2no3muGdiFXVujl94i
Jimin,Be Mine,3LWVXp636uLT356Rj08Jaz,1oSPZhvZMIrWW5I41kPkkY
Charli xcx,Apple,19RybK6XDbAVpcdxSbZL1o,25uiPmTg16RbhZWAqwLBy5
"Jimin, Sofia Carson",Slow Dance (feat. Sofia Carson),3d2bsbugow8JiNvuaRupFH,1oSPZhvZMIrWW5I41kPkkY
Jimin,Rebirth (Intro),7gMfVc4zfNIxuMyMGglOHa,1oSPZhvZMIrWW5I41kPkkY
"Dionela, Jay R",sining (feat. Jay R),1imaIe1NEAaWnLF0BY0V6F,1chOgh5tgwfiyJ2zhUHwBj
Alphaville,Forever Young,4S1VYqwfkLit9mKVY3MXoo,0xliTEbFfy5HQHvsTknTkX
Chappell Roan,Casual,3WSOUb3U7tqURbBSgZTrZX,7GlBOeep6PqTfFi59PTUUN
"Boza, ELENA ROSE",orióN,4feh4Ak3ZJfC6ibxkNzlkE,2NfSBtmWe7oPw1EmetJVso
"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),54PbBpquVfhfrwRwvjSXbI,6VuMaDnrHyPL1p4EHjYLi7
*NSYNC,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,6Ff53KvcvAj5U7Z1vojB5o
"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),6StwwqB84sJeLr7tZDTxEX,246dkjvS1zLTtiykXe5h60
"Hanumankind, Kalmi",Big Dawgs,0OA00aPt3BV10qeMIs3meW,4nVa6XlBFlIkF6msW57PHp
"Peso Pluma, Kenia Os",TOMMY & PAMELA,3GWUv0TDO5E3cHfsxYeptt,12GqGscKJx3aE4t07u7eVZ
Travis Scott,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,0Y5tJX1MQlPlqiwlOH1tJY
"Lost Frequencies, Tom Odell",Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,7f5Zgnp2spUuuzKplmRkt7
Backstreet Boys,I Want It That Way,47BBI51FKFwOMlIiX6m8ya,5rSXSAkZ67PYJSvpUpkOr7
"Gordo, Drake",Sideways,02YMpD1xbZZzpZbuZNvmD7,4Ge9GwmWnOQsohwPTrXyHc
"Charli xcx, Billie Eilish",Guess featuring billie eilish,0IsIY8pfu1yaGkPUD7pkDx,25uiPmTg16RbhZWAqwLBy5
"¥$, Kanye West, Ty Dolla $ign",FIELD TRIP,,
Gracie Abrams,"I Love You, I'm Sorry",51rfRCiUSvxXlCSCfIztBy,4tuJ0bMpJh08umKkEXKUI5
Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,4dpARuHxo51G3z768sgnrY
La Oreja de Van Gogh,Rosas,4waqcUQWdj0yH26STWl2Rq,4U7lXyKdSf1JbM1aXvsodC
"¥$, Kanye West, Ty Dolla $ign",FRIED,,
"¥$, Kanye West, Ty Dolla $ign",SLIDE,,
Adele,Someone Like You,3bNv3VuUOKgrf5hu3YcuRo,4dpARuHxo51G3z768sgnrY
"¥$, Kanye West, Ty Dolla $ign",PROMOTION,,
Kings of Leon,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,2qk9voo8llSGYcZ6xrBzKx
Grelo,Só Fé,0bPP5cDG1ZnbAVCEa3ZbQ1,1eIYP01ZLPKEExhcV6xFgt
Fuerza Regida,NEL,5AH31dDNgxCMGDdxubNNn4,0ys2OFYzWYB5hRDLCsBqxt
Sal Priadi,Gala bunga matahari,5eBk8ZXcd0pb0AO4a5PpOg,1NjxFrpEGZTV2Ny0OJxeWu
Shawn Mendes,Why Why Why,0kPIcJ1Mp6m9AR9Y7UnMLR,7n2wHs1TKAczGzO7Dd2rGr
"Drake, Young Thug, 21 Savage",It's Up (feat. Young Thug & 21 Savage),1qIwin7JMVuX70qN6wD8ww,3TVXtAsR1Inumwj472S9r4
Bernadya,Satu Bulan,7zOVh5fGpEwSbZd0g9z80B,47z98pKd71yIbgXwe9LPVC
Chappell Roan,Femininomenon,53IRnAWx13PYmoVYtemUBS,7GlBOeep6PqTfFi59PTUUN
FloyyMenor,PELIGROSA,42wdz3j7gstgUuhoFLCXqd,7CvTknweLr9feJtRGrpDBy
"Lady Gaga, Bruno Mars",Die With A Smile,2plbrEY59IikOBgBGLjaoe,1HY2Jd0NmPuamShAr6KMms
"LISA, ROSALÍA",New Woman (feat. ROSALÍA),5UmfBGfRJgjZ8CdhgffabQ,5L1lO4eRHmJ7a0Q6csE5cT
"Post Malone, Tim McGraw",Wrong Ones (Feat. Tim McGraw),2CIXO1jQbrV1hlfI7FUKld,246dkjvS1zLTtiykXe5h60
"Peso Pluma, Tito Double P",LOS CUADROS,41EOhpn50qvd8iZSKw531W,12GqGscKJx3aE4t07u7eVZ
Gigi Perez,Sailor Song,21IYMdzTrzSe191Cy5eMap,1iCnM8foFssWlPRLfAbIwo
"P!nk, Nate Ruess",Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,1KCSPY1glIKqW2TotWuXOR
Post Malone,What Don't Belong To Me,0lJNSfWnwJMIh94Dv9jQUt,246dkjvS1zLTtiykXe5h60
Kapo,UWAIE,0fMjldiEpgjbWQ4bBQwVzH,3UTF2no3muGdiFXVujl94i
"Post Malone, Chris Stapleton",California Sober (Feat. Chris Stapleton),3nrot8erPmV7L5BrPW9mVi,246dkjvS1zLTtiykXe5h60
Adele,Rolling in the Deep,4OSBTYWVwsQhGLF9NHvIbR,4dpARuHxo51G3z768sgnrY
Sabrina Carpenter,Taste,5G2f63n7IPVPPjfNIGih7Q,74KM79TiuVKeVCqs8QtB0B
Sabrina Carpenter,Good Graces,102YUQbYmwdBXS7jwamI90,74KM79TiuVKeVCqs8QtB0B
Sabrina Carpenter,Bed Chem,1UHS8Rf6h5Ar3CDWRd3wjF,74KM79TiuVKeVCqs8QtB0B
Sabrina Carpenter,Juno,21B4gaTWnTkuSh77iWEXdS,74KM79TiuVKeVCqs8QtB0B
Sabrina Carpenter,Sharpest Tool,3iPIDAFybaoyqX7hvAfWkl,74KM79TiuVKeVCqs8QtB0B
